mesh_ui,canonical,synonym
D000007,Abdominal Injuries,abdominal injuries
D000008,Abdominal Neoplasms,abdominal neoplasms
D000012,Abetalipoproteinemia,abetalipoproteinemia
D000013,Congenital Abnormalities,fetal malformations
D000013,Congenital Abnormalities,fetal anomalies
D000013,Congenital Abnormalities,congenital abnormalities
D000014,"Abnormalities, Drug-Induced","abnormalities, drug-induced"
D000015,"Abnormalities, Multiple","abnormalities, multiple"
D000016,"Abnormalities, Radiation-Induced","abnormalities, radiation-induced"
D000022,"Abortion, Spontaneous",early pregnancy loss
D000022,"Abortion, Spontaneous",miscarriage
D000022,"Abortion, Spontaneous","abortion, tubal"
D000022,"Abortion, Spontaneous","abortion, spontaneous"
D000026,"Abortion, Habitual","abortion, habitual"
D000027,"Abortion, Incomplete","abortion, incomplete"
D000030,"Abortion, Missed","abortion, missed"
D000031,"Abortion, Septic","abortion, septic"
D000033,"Abortion, Threatened","abortion, threatened"
D000034,"Abortion, Veterinary","abortion, veterinary"
D000037,Abruptio Placentae,abruptio placentae
D000038,Abscess,abscess
D000039,Peritonsillar Abscess,peritonsillar abscess
D000051,Acantholysis,acantholysis
D000052,Acanthosis Nigricans,acanthosis nigricans
D000126,Achlorhydria,hypochlorhydria
D000126,Achlorhydria,achlorhydria
D000130,Achondroplasia,"achondroplasia, severe, with developmental delay and acanthosis nigricans"
D000130,Achondroplasia,achondroplasia
D000137,Acid-Base Imbalance,acid-base imbalance
D000138,Acidosis,acidosis
D000138,Acidosis,metabolic acidosis
D000140,"Acidosis, Lactic","acidosis, lactic"
D000141,"Acidosis, Renal Tubular","renal tubular acidosis, type i"
D000141,"Acidosis, Renal Tubular","acidosis, renal tubular"
D000141,"Acidosis, Renal Tubular","renal tubular acidosis, type ii"
D000142,"Acidosis, Respiratory","acidosis, respiratory"
D000151,Acinetobacter Infections,acinetobacter infections
D000152,Acne Vulgaris,acne vulgaris
D000152,Acne Vulgaris,acne
D000153,Acne Keloid,acne keloid
D000160,Vestibulocochlear Nerve Diseases,acoustic nerve diseases
D000160,Vestibulocochlear Nerve Diseases,cochlear neuritis
D000160,Vestibulocochlear Nerve Diseases,vestibular nerve diseases
D000160,Vestibulocochlear Nerve Diseases,vestibulocochlear nerve diseases
D000163,Acquired Immunodeficiency Syndrome,acquired immunodeficiency syndrome
D000168,Acrocephalosyndactylia,pfeiffer syndrome
D000168,Acrocephalosyndactylia,apert-crouzon disease
D000168,Acrocephalosyndactylia,acrocephalosyndactylia
D000168,Acrocephalosyndactylia,saethre-chotzen syndrome
D000168,Acrocephalosyndactylia,apert syndrome
D000169,Acrodermatitis,gianotti-crosti syndrome
D000169,Acrodermatitis,acrodermatitis
D000170,Acrodynia,acrodynia
D000172,Acromegaly,acromegaly
D000182,"ACTH Syndrome, Ectopic","acth syndrome, ectopic"
D000187,Actinobacillosis,actinobacillosis
D000189,Actinobacillus Infections,actinobacillus infections
D000193,Actinomycetales Infections,actinomycetales infections
D000196,Actinomycosis,actinomycosis
D000197,"Actinomycosis, Cervicofacial","actinomycosis, cervicofacial"
D000219,Adams-Stokes Syndrome,adams-stokes syndrome
D000224,Addison Disease,addison disease
D000230,Adenocarcinoma,"carcinoma, granular cell"
D000230,Adenocarcinoma,"adenocarcinoma, oxyphilic"
D000230,Adenocarcinoma,"adenocarcinoma, tubular"
D000230,Adenocarcinoma,adenocarcinoma
D000230,Adenocarcinoma,"carcinoma, cribriform"
D000230,Adenocarcinoma,"adenocarcinoma, basal cell"
D000231,"Adenocarcinoma, Papillary","adenocarcinoma, papillary"
D000232,Adenofibroma,fibroadenosis
D000232,Adenofibroma,adenofibroma
D000235,Adenolymphoma,adenolymphoma
D000236,Adenoma,"adenoma, basal cell"
D000236,Adenoma,"adenoma, monomorphic"
D000236,Adenoma,"adenoma, microcystic"
D000236,Adenoma,"adenoma, papillary"
D000236,Adenoma,"adenoma, follicular"
D000236,Adenoma,"adenoma, trabecular"
D000236,Adenoma,adenoma
D000237,"Adenoma, Basophil","adenoma, basophil"
D000238,"Adenoma, Chromophobe","adenoma, chromophobe"
D000239,"Adenoma, Acidophil","adenoma, acidophil"
D000257,Adenoviridae Infections,adenoviridae infections
D000258,"Adenovirus Infections, Human","adenovirus infections, human"
D000258,"Adenovirus Infections, Human",pharyngo-conjunctival fever
D000270,Adie Syndrome,adie syndrome
D000274,Adiposis Dolorosa,adiposis dolorosa
D000291,Adnexal Diseases,adnexal diseases
D000292,Pelvic Inflammatory Disease,adnexitis
D000292,Pelvic Inflammatory Disease,pelvic inflammatory disease
D000303,Adrenal Cortex Diseases,adrenal cortex diseases
D000306,Adrenal Cortex Neoplasms,adrenocortical cancer
D000306,Adrenal Cortex Neoplasms,adrenal cortex neoplasms
D000307,Adrenal Gland Diseases,adrenal gland diseases
D000308,Adrenocortical Hyperfunction,adrenocortical hyperfunction
D000309,Adrenal Insufficiency,adrenal insufficiency
D000310,Adrenal Gland Neoplasms,adrenal gland neoplasms
D000310,Adrenal Gland Neoplasms,adrenal cancer
D000312,"Adrenal Hyperplasia, Congenital","adrenal hyperplasia, congenital"
D000314,Adrenal Rest Tumor,adrenal rest tumor
D000326,Adrenoleukodystrophy,adrenoleukodystrophy
D000326,Adrenoleukodystrophy,adrenomyeloneuropathy
D000343,Afferent Loop Syndrome,afferent loop syndrome
D000347,Afibrinogenemia,afibrinogenemia
D000347,Afibrinogenemia,"deficiency, fibrinogen"
D000347,Afibrinogenemia,congenital afibrinogenemia
D000355,African Horse Sickness,african horse sickness
D000357,African Swine Fever,african swine fever
D000361,Agammaglobulinemia,hypogammaglobulinemia
D000361,Agammaglobulinemia,agammaglobulinemia
D000370,Ageusia,"ageusia, hysterical"
D000370,Ageusia,ageusia
D000370,Ageusia,hypogeusia
D000370,Ageusia,taste-blindness
D000377,Agnosia,tactile agnosia
D000377,Agnosia,time agnosia
D000377,Agnosia,anosognosia
D000377,Agnosia,auditory agnosia
D000377,Agnosia,finger agnosia
D000377,Agnosia,position agnosia
D000377,Agnosia,visuospatial agnosia
D000377,Agnosia,agnosia
D000377,Agnosia,agnosia for taste
D000377,Agnosia,agnosia for pain
D000377,Agnosia,agnosia for smell
D000377,Agnosia,body-image agnosia
D000377,Agnosia,ideational agnosia
D000377,Agnosia,visual agnosia
D000377,Agnosia,agnosia for temperature
D000377,Agnosia,visual agnosia for objects
D000377,Agnosia,developmental agnosia
D000377,Agnosia,somatosensory agnosia
D000377,Agnosia,topographical agnosia
D000377,Agnosia,"auditory agnosia, congenital"
D000377,Agnosia,sensory agnosia
D000380,Agranulocytosis,agranulocytosis
D000381,Agraphia,pure agraphia
D000381,Agraphia,dysgraphia
D000381,Agraphia,agraphia
D000381,Agraphia,constructional agraphia
D000381,Agraphia,developmental agraphia
D000381,Agraphia,acquired agraphia
D000382,Agricultural Workers' Diseases,agricultural workers' diseases
D000386,AIDS-Related Complex,aids-related complex
D000387,Ainhum,ainhum
D000402,Airway Obstruction,airway obstruction
D000402,Airway Obstruction,choking
D000405,Akinetic Mutism,akinetic mutism
D000417,Albinism,albinism
D000419,Albuminuria,albuminuria
D000425,Alcohol Amnestic Disorder,alcohol amnestic disorder
D000430,Alcohol Withdrawal Delirium,alcohol withdrawal delirium
D000430,Alcohol Withdrawal Delirium,alcohol withdrawal hallucinosis
D000430,Alcohol Withdrawal Delirium,"autonomic hyperactivity, alcohol withdrawal associated"
D000435,Alcoholic Intoxication,alcoholic intoxication
D000437,Alcoholism,alcohol abuse
D000437,Alcoholism,alcohol use disorder
D000437,Alcoholism,alcoholism
D000453,Aleutian Mink Disease,aleutian mink disease
D000471,Alkalosis,alkalosis
D000472,"Alkalosis, Respiratory","alkalosis, respiratory"
D000474,Alkaptonuria,alkaptonuria
D000505,Alopecia,alopecia
D000505,Alopecia,female pattern baldness
D000505,Alopecia,pseudopelade
D000505,Alopecia,androgenetic alopecia
D000505,Alopecia,"alopecia, male pattern"
D000506,Alopecia Areata,alopecia areata
D000507,"Mucinosis, Follicular","mucinosis, follicular"
D000532,Altitude Sickness,altitude sickness
D000532,Altitude Sickness,altitude hypoxia
D000532,Altitude Sickness,mountain sickness
D000542,"Alveolitis, Extrinsic Allergic","alveolitis, extrinsic allergic"
D000544,Alzheimer Disease,alzheimer disease
D000544,Alzheimer Disease,"alzheimer disease, early onset"
D000544,Alzheimer Disease,acute confusional senile dementia
D000544,Alzheimer Disease,familial alzheimer disease (fad)
D000544,Alzheimer Disease,"dementia, presenile"
D000544,Alzheimer Disease,"alzheimer's disease, focal onset"
D000544,Alzheimer Disease,"alzheimer disease, late onset"
D000550,Amblyopia,"amblyopia, developmental"
D000550,Amblyopia,amblyopia
D000550,Amblyopia,lazy eye
D000550,Amblyopia,anisometropic amblyopia
D000550,Amblyopia,"amblyopia, suppression"
D000562,Amebiasis,balamuthia infection
D000562,Amebiasis,iodamoebiasis
D000562,Amebiasis,acanthamoeba infection
D000562,Amebiasis,ameboma
D000562,Amebiasis,"abscess, amebic"
D000562,Amebiasis,amebiasis
D000564,Ameloblastoma,ameloblastoma
D000567,Amelogenesis Imperfecta,amelogenesis imperfecta
D000592,"Amino Acid Metabolism, Inborn Errors","amino acid metabolism, inherited disorders"
D000592,"Amino Acid Metabolism, Inborn Errors","amino acid metabolism, inborn errors"
D000608,Renal Aminoacidurias,renal aminoacidurias
D000647,Amnesia,amnesia
D000647,Amnesia,"amnesia, global"
D000647,Amnesia,"amnesia, tactile"
D000647,Amnesia,"amnesia, hysterical"
D000647,Amnesia,amnestic state
D000647,Amnesia,"amnesia, dissociative"
D000647,Amnesia,"amnesia, temporary"
D000648,"Amnesia, Retrograde","amnesia, pre-ictal"
D000648,"Amnesia, Retrograde","amnesia, retrograde"
D000648,"Amnesia, Retrograde",pre-ictal memory loss
D000648,"Amnesia, Retrograde","memory loss, retrograde"
D000652,Amniotic Band Syndrome,"ring constrictions, intrauterine"
D000652,Amniotic Band Syndrome,"amputation, intrauterine"
D000652,Amniotic Band Syndrome,amniotic bands
D000652,Amniotic Band Syndrome,annular grooves
D000652,Amniotic Band Syndrome,amniotic band syndrome
D000673,"Amputation, Traumatic","amputation, traumatic"
D000686,Amyloidosis,amyloidosis
D000690,Amyotrophic Lateral Sclerosis,amyotrophic lateral sclerosis with dementia
D000690,Amyotrophic Lateral Sclerosis,"amyotrophic lateral sclerosis, guam form"
D000690,Amyotrophic Lateral Sclerosis,amyotrophic lateral sclerosis
D000694,Anal Gland Neoplasms,anal gland neoplasms
D000699,"Pain Insensitivity, Congenital","pain insensitivity, congenital"
D000707,Anaphylaxis,anaphylactic reaction
D000707,Anaphylaxis,anaphylaxis
D000708,Anaplasia,anaplasia
D000711,Anaplasmataceae Infections,anaplasmataceae infections
D000711,Anaplasmataceae Infections,haemobartonellosis
D000712,Anaplasmosis,human granulocytic anaplasmosis
D000712,Anaplasmosis,anaplasmosis
D000724,Ancylostomiasis,ancylostomiasis
D000740,Anemia,anemia
D000741,"Anemia, Aplastic","anemia, hypoplastic"
D000741,"Anemia, Aplastic","anemia, aplastic"
D000742,"Anemia, Dyserythropoietic, Congenital","anemia, dyserythropoietic, congenital, type iii"
D000742,"Anemia, Dyserythropoietic, Congenital","anemia, dyserythropoietic, congenital, type ii"
D000742,"Anemia, Dyserythropoietic, Congenital","anemia, dyserythropoietic, congenital, type i"
D000742,"Anemia, Dyserythropoietic, Congenital","anemia, dyserythropoietic, congenital"
D000743,"Anemia, Hemolytic","anemia, microangiopathic"
D000743,"Anemia, Hemolytic",microangiopathic hemolytic anemia
D000743,"Anemia, Hemolytic","anemia, hemolytic, acquired"
D000743,"Anemia, Hemolytic","anemia, hemolytic"
D000744,"Anemia, Hemolytic, Autoimmune","anemia, hemolytic, autoimmune"
D000744,"Anemia, Hemolytic, Autoimmune",cold agglutinin disease
D000744,"Anemia, Hemolytic, Autoimmune","anemia, hemolytic, idiopathic acquired"
D000744,"Anemia, Hemolytic, Autoimmune",idiopathic autoimmune hemolytic anemia
D000745,"Anemia, Hemolytic, Congenital","anemia, hemolytic, congenital"
D000746,"Anemia, Hemolytic, Congenital Nonspherocytic","anemia, hemolytic, congenital nonspherocytic"
D000747,"Anemia, Hypochromic",chlorosis
D000747,"Anemia, Hypochromic","anemia, hypochromic"
D000748,"Anemia, Macrocytic","anemia, macrocytic"
D000749,"Anemia, Megaloblastic","anemia, megaloblastic"
D000750,"Anemia, Myelophthisic","anemia, myelophthisic"
D000751,"Anemia, Neonatal","anemia, neonatal"
D000752,"Anemia, Pernicious","anemia, pernicious"
D000753,"Anemia, Refractory","anemia, refractory"
D000754,"Anemia, Refractory, with Excess of Blasts","anemia, refractory, with excess of blasts"
D000755,"Anemia, Sickle Cell","anemia, sickle cell"
D000756,"Anemia, Sideroblastic","anemia, sideroblastic"
D000757,Anencephaly,anencephaly
D000757,Anencephaly,aprosencephaly
D000757,Anencephaly,incomplete anencephaly
D000783,Aneurysm,saccular aneurysm
D000783,Aneurysm,fusiform aneurysm
D000783,Aneurysm,aneurysm
D000784,Aortic Dissection,aortic dissection
D000785,"Aneurysm, Infected","aneurysm, mycotic"
D000785,"Aneurysm, Infected","aneurysm, bacterial"
D000785,"Aneurysm, Infected","aneurysm, infected"
D000787,Angina Pectoris,angina pectoris
D000788,"Angina Pectoris, Variant","angina pectoris, variant"
D000789,"Angina, Unstable","angina, unstable"
D000789,"Angina, Unstable",myocardial preinfarction syndrome
D000793,Angioid Streaks,angioid streaks
D000794,Angiokeratoma,angiokeratoma
D000795,Fabry Disease,fabry disease
D000796,Angiolymphoid Hyperplasia with Eosinophilia,angiolymphoid hyperplasia with eosinophilia
D000796,Angiolymphoid Hyperplasia with Eosinophilia,pseudopyogenic granuloma
D000798,Angiomatosis,angiomatosis
D000799,Angioedema,angioedema
D000820,Animal Diseases,animal diseases
D000839,Aniseikonia,aniseikonia
D000844,Ankylosis,ankylosis
D000848,Anodontia,partial anodontia
D000848,Anodontia,hypodontia
D000848,Anodontia,total anodontia
D000848,Anodontia,"tooth agenesis, familial"
D000848,Anodontia,oligodontia
D000848,Anodontia,anodontia
D000849,Anomia,anomia
D000849,Anomia,color anomia
D000853,Anophthalmos,anophthalmos
D000857,Olfaction Disorders,impaired olfaction
D000857,Olfaction Disorders,paraosmia
D000857,Olfaction Disorders,cacosmia
D000857,Olfaction Disorders,smell dysfunction
D000857,Olfaction Disorders,olfaction disorders
D000857,Olfaction Disorders,phantosmia
D000857,Olfaction Disorders,olfactory impairment
D000858,Anovulation,anovulation
D000868,Anterior Compartment Syndrome,anterior compartment syndrome
D000874,Anthracosilicosis,anthracosilicosis
D000881,Anthrax,anthrax
D001002,Anuria,anuria
D001004,Anus Diseases,anus diseases
D001005,Anus Neoplasms,anus neoplasms
D001005,Anus Neoplasms,anal cancer
D001006,"Anus, Imperforate","anus, imperforate"
D001014,Aortic Aneurysm,aortic aneurysm
D001015,Aortic Arch Syndromes,aortic arch syndromes
D001017,Aortic Coarctation,aortic coarctation
D001017,Aortic Coarctation,coarctation of aorta dominant
D001018,Aortic Diseases,aortic diseases
D001019,Aortic Rupture,"aortic aneurysm, ruptured"
D001019,Aortic Rupture,aortic rupture
D001020,"Aortic Stenosis, Subvalvular","aortic stenosis, subvalvular"
D001022,Aortic Valve Insufficiency,aortic valve insufficiency
D001023,Aortic Valve Prolapse,aortic valve prolapse
D001024,Aortic Valve Stenosis,aortic valve stenosis
D001025,Aortitis,aortitis
D001028,Aortopulmonary Septal Defect,aortopulmonary septal defect
D001035,Aphakia,"aphakic eye, traumatic"
D001035,Aphakia,aphakia
D001036,"Aphakia, Postcataract","aphakia, postcataract"
D001037,Aphasia,"aphasia, functional"
D001037,Aphasia,"aphasia, graphomotor"
D001037,Aphasia,"aphasia, semantic"
D001037,Aphasia,aphasia
D001037,Aphasia,"aphasia, acquired"
D001037,Aphasia,"aphasia, auditory discriminatory"
D001037,Aphasia,"aphasia, ageusic"
D001037,Aphasia,"aphasia, mixed"
D001037,Aphasia,dysphasia
D001037,Aphasia,"aphasia, post-ictal"
D001037,Aphasia,"aphasia, commisural"
D001037,Aphasia,dejerine-lichtheim phenomenon
D001037,Aphasia,"aphasia, global"
D001037,Aphasia,"aphasia, syntactical"
D001037,Aphasia,"aphasia, post-traumatic"
D001037,Aphasia,"aphasia, progressive"
D001037,Aphasia,"aphasia, intellectual"
D001039,"Aphasia, Broca","aphasia, expressive"
D001039,"Aphasia, Broca","aphasia, broca"
D001039,"Aphasia, Broca","aphasia, ataxic"
D001039,"Aphasia, Broca","aphasia, anterior"
D001041,"Aphasia, Wernicke","aphasia, posterior"
D001041,"Aphasia, Wernicke",receptive aphasia
D001041,"Aphasia, Wernicke","aphasia, wernicke"
D001041,"Aphasia, Wernicke","aphasia, jargon"
D001044,Aphonia,aphonia paralytica
D001044,Aphonia,functional aphonia
D001044,Aphonia,aphonia
D001044,Aphonia,spastic aphonia
D001049,Apnea,apnea
D001063,Appendiceal Neoplasms,appendiceal cancer
D001063,Appendiceal Neoplasms,appendiceal neoplasms
D001064,Appendicitis,appendicitis
D001064,Appendicitis,ruptured appendicitis
D001072,Apraxias,"apraxia, gestural"
D001072,Apraxias,"apraxia, verbal"
D001072,Apraxias,apraxia of phonation
D001072,Apraxias,apraxias
D001072,Apraxias,"apraxia, facial-oral"
D001072,Apraxias,"apraxia, motor"
D001072,Apraxias,ideational apraxia
D001072,Apraxias,"apraxia, articulatory"
D001072,Apraxias,"apraxia, oral"
D001072,Apraxias,dressing apraxia
D001072,Apraxias,"apraxia, developmental verbal"
D001079,Apudoma,apudoma
D001098,Spider Bites,latrodectism
D001098,Spider Bites,spider bites
D001098,Spider Bites,loxoscelism
D001098,Spider Bites,arachnidism
D001098,Spider Bites,necrotic arachnidism
D001100,Arachnoiditis,arachnoiditis
D001102,Arbovirus Infections,arbovirus infections
D001112,Arcus Senilis,arcus senilis
D001117,Arenaviridae Infections,arenaviridae infections
D001117,Arenaviridae Infections,"infections, arenavirus"
D001129,Argyria,argyria
D001134,Arm Injuries,arm injuries
D001139,Arnold-Chiari Malformation,arnold-chiari malformation
D001139,Arnold-Chiari Malformation,"arnold-chiari malformation, type i"
D001139,Arnold-Chiari Malformation,"arnold-chiari malformation, type ii"
D001139,Arnold-Chiari Malformation,"arnold-chiari malformation, type iii"
D001139,Arnold-Chiari Malformation,"arnold-chiari malformation, type iv"
D001145,"Arrhythmias, Cardiac","arrhythmias, cardiac"
D001146,"Arrhythmia, Sinus","arrhythmia, sinus"
D001157,Arterial Occlusive Diseases,arterial occlusive diseases
D001157,Arterial Occlusive Diseases,arterial occlusion
D001159,Arterio-Arterial Fistula,arterio-arterial fistula
D001161,Arteriosclerosis,arteriosclerosis
D001162,Arteriosclerosis Obliterans,arteriosclerosis obliterans
D001164,Arteriovenous Fistula,arteriovenous aneurysm
D001164,Arteriovenous Fistula,arteriovenous fistula
D001165,Arteriovenous Malformations,arteriovenous malformations
D001167,Arteritis,arteritis
D001168,Arthritis,arthritis
D001168,Arthritis,polyarthritis
D001168,Arthritis,oligoarthritis
D001169,"Arthritis, Experimental","arthritis, adjuvant-induced"
D001169,"Arthritis, Experimental","arthritis, collagen-induced"
D001169,"Arthritis, Experimental","arthritis, experimental"
D001170,"Arthritis, Infectious","arthritis, viral"
D001170,"Arthritis, Infectious","arthritis, suppurative"
D001170,"Arthritis, Infectious","arthritis, bacterial"
D001170,"Arthritis, Infectious","arthritis, infectious"
D001171,"Arthritis, Juvenile",juvenile-onset still disease
D001171,"Arthritis, Juvenile","arthritis, juvenile"
D001171,"Arthritis, Juvenile","polyarthritis, juvenile, rheumatoid factor negative"
D001171,"Arthritis, Juvenile","oligoarthritis, juvenile"
D001171,"Arthritis, Juvenile",polyarticular juvenile idiopathic arthritis
D001171,"Arthritis, Juvenile","polyarthritis, juvenile, rheumatoid factor positive"
D001172,"Arthritis, Rheumatoid","arthritis, rheumatoid"
D001176,Arthrogryposis,arthrogryposis
D001177,"Arthropathy, Neurogenic","arthropathy, neurogenic"
D001183,Arthus Reaction,arthus reaction
D001184,Articulation Disorders,"articulation disorders, developmental"
D001184,Articulation Disorders,unintelligible articulation
D001184,Articulation Disorders,articulation disorders
D001195,Asbestosis,pulmonary fibrosis - from asbestos exposure
D001195,Asbestosis,asbestosis
D001196,Ascariasis,ascariasis
D001198,Ascaridiasis,ascaridiasis
D001206,Ascorbic Acid Deficiency,ascorbic acid deficiency
D001228,Aspergillosis,aspergillosis
D001229,"Aspergillosis, Allergic Bronchopulmonary","aspergillosis, allergic bronchopulmonary"
D001237,Asphyxia,asphyxia
D001238,Asphyxia Neonatorum,asphyxia neonatorum
D001248,Asthenopia,asthenopia
D001249,Asthma,asthma
D001250,"Asthma, Exercise-Induced","asthma, exercise-induced"
D001250,"Asthma, Exercise-Induced","bronchospasm, exercise-induced"
D001251,Astigmatism,astigmatism
D001251,Astigmatism,mixed astigmatism
D001251,Astigmatism,oblique astigmatism
D001251,Astigmatism,lenticular astigmatism
D001251,Astigmatism,hyperopic astigmatism
D001251,Astigmatism,myopic astigmatism
D001251,Astigmatism,corneal astigmatism
D001254,Astrocytoma,fibrillary astrocytoma
D001254,Astrocytoma,childhood cerebral astrocytoma
D001254,Astrocytoma,"astrocytoma, subependymal giant cell"
D001254,Astrocytoma,juvenile pilocytic astrocytoma
D001254,Astrocytoma,astrocytoma
D001254,Astrocytoma,"astrocytoma, grade ii"
D001254,Astrocytoma,"astrocytoma, protoplasmic"
D001254,Astrocytoma,gemistocytic astrocytoma
D001254,Astrocytoma,intracranial astrocytoma
D001254,Astrocytoma,anaplastic astrocytoma
D001254,Astrocytoma,"oligoastrocytoma, mixed"
D001254,Astrocytoma,cerebral astrocytoma
D001254,Astrocytoma,pilocytic astrocytoma
D001254,Astrocytoma,"astrocytoma, grade i"
D001259,Ataxia,"ataxia, truncal"
D001259,Ataxia,"ataxia, motor"
D001259,Ataxia,"ataxia, sensory"
D001259,Ataxia,ataxia
D001259,Ataxia,"tremor, rubral"
D001259,Ataxia,dyscoordination
D001259,Ataxia,"ataxia, appendicular"
D001260,Ataxia Telangiectasia,ataxia telangiectasia
D001261,Pulmonary Atelectasis,compression pulmonary atelectasis
D001261,Pulmonary Atelectasis,postoperative pulmonary atelectasis
D001261,Pulmonary Atelectasis,pulmonary atelectasis
D001261,Pulmonary Atelectasis,resorption pulmonary atelectasis
D001261,Pulmonary Atelectasis,contraction pulmonary atelectasis
D001261,Pulmonary Atelectasis,congestive pulmonary atelectasis
D001264,Athetosis,athetosis
D001265,Athletic Injuries,athletic injuries
D001281,Atrial Fibrillation,persistent atrial fibrillation
D001281,Atrial Fibrillation,paroxysmal atrial fibrillation
D001281,Atrial Fibrillation,familial atrial fibrillation
D001281,Atrial Fibrillation,atrial fibrillation
D001282,Atrial Flutter,atrial flutter
D001304,"Auditory Diseases, Central",auditory cortex disorder
D001304,"Auditory Diseases, Central","auditory diseases, central"
D001308,Auditory Perceptual Disorders,auditory perceptual disorders
D001308,Auditory Perceptual Disorders,auditory inattention
D001327,Autoimmune Diseases,autoimmune diseases
D001342,Autonomic Nervous System Diseases,autonomic central nervous system diseases
D001342,Autonomic Nervous System Diseases,peripheral autonomic nervous system diseases
D001342,Autonomic Nervous System Diseases,segmental autonomic dysfunction
D001342,Autonomic Nervous System Diseases,non-familial dysautonomia
D001342,Autonomic Nervous System Diseases,"nervous system diseases, sympathetic"
D001342,Autonomic Nervous System Diseases,"nervous system diseases, parasympathetic"
D001342,Autonomic Nervous System Diseases,autonomic nervous system diseases
D001353,Avian Leukosis,avian leukosis
D001357,"Sarcoma, Avian","sarcoma, avian"
D001357,"Sarcoma, Avian",rous sarcoma
D001361,Avitaminosis,"deficiency, vitamin"
D001361,Avitaminosis,avitaminosis
D001404,Babesiosis,human babesiosis
D001404,Babesiosis,babesiosis
D001423,Bacterial Infections and Mycoses,bacterial infections and mycoses
D001424,Bacterial Infections,bacterial infections
D001437,Bacteriuria,bacteriuria
D001442,Bacteroides Infections,bacteroides infections
D001446,Balanitis,balanitis
D001447,Balantidiasis,balantidiasis
D001449,Balkan Nephropathy,balkan nephropathy
D001469,Barotrauma,barotrauma
D001471,Barrett Esophagus,barrett esophagus
D001471,Barrett Esophagus,barrett epithelium
D001474,Bartonella Infections,verruga peruana
D001474,Bartonella Infections,bartonella infections
D001474,Bartonella Infections,bartonella bacilliformis infection
D001474,Bartonella Infections,carrion disease
D001476,Bartonellaceae Infections,bartonellaceae infections
D001477,Bartter Syndrome,bartter syndrome
D001478,Basal Cell Nevus Syndrome,basal cell nevus syndrome
D001480,Basal Ganglia Diseases,lenticulostriate disorders
D001480,Basal Ganglia Diseases,extrapyramidal disorders
D001480,Basal Ganglia Diseases,basal ganglia diseases
D001506,Beckwith-Wiedemann Syndrome,beckwith-wiedemann syndrome
D001528,Behcet Syndrome,behcet syndrome
D001602,Beriberi,beriberi
D001606,Bernard-Soulier Syndrome,bernard-soulier syndrome
D001606,Bernard-Soulier Syndrome,deficiency of platelet glycoprotein 1b
D001607,Berylliosis,beryllium disease
D001607,Berylliosis,berylliosis
D001630,Bezoars,hair balls
D001630,Bezoars,bezoars
D001649,Bile Duct Diseases,bile duct diseases
D001650,Bile Duct Neoplasms,bile duct neoplasms
D001650,Bile Duct Neoplasms,bile duct cancer
D001651,"Cholestasis, Extrahepatic","cholestasis, extrahepatic"
D001655,Bile Reflux,bile reflux
D001656,Biliary Atresia,familial extrahepatic biliary atresia
D001656,Biliary Atresia,intrahepatic biliary atresia
D001656,Biliary Atresia,biliary atresia
D001656,Biliary Atresia,idiopathic extrahepatic biliary atresia
D001656,Biliary Atresia,"biliary atresia, extrahepatic"
D001657,Biliary Dyskinesia,gallbladder dyskinesia
D001657,Biliary Dyskinesia,biliary dyskinesia
D001658,Biliary Fistula,biliary fistula
D001660,Biliary Tract Diseases,biliary tract diseases
D001661,Biliary Tract Neoplasms,biliary tract neoplasms
D001661,Biliary Tract Neoplasms,biliary tract cancer
D001715,Bird Diseases,bird diseases
D001716,Bird Fancier's Lung,budgerigar fancier's lung
D001716,Bird Fancier's Lung,bird fancier's lung
D001716,Bird Fancier's Lung,pigeon breeder's lung
D001716,Bird Fancier's Lung,feather duvet lung
D001720,Birth Injuries,birth injuries
D001733,Bites and Stings,bites
D001733,Bites and Stings,stings
D001733,Bites and Stings,bites and stings
D001734,"Bites, Human","bites, human"
D001742,Blackwater Fever,blackwater fever
D001744,Urinary Bladder Calculi,urinary bladder calculi
D001745,Urinary Bladder Diseases,urinary bladder diseases
D001746,Bladder Exstrophy,bladder exstrophy
D001747,Urinary Bladder Fistula,urinary bladder fistula
D001748,Urinary Bladder Neck Obstruction,urinary bladder neck obstruction
D001749,Urinary Bladder Neoplasms,urinary bladder cancer
D001749,Urinary Bladder Neoplasms,urinary bladder neoplasms
D001750,"Urinary Bladder, Neurogenic","urinary bladder, neurogenic"
D001750,"Urinary Bladder, Neurogenic",urinary bladder neurogenesis
D001750,"Urinary Bladder, Neurogenic","neurogenic urinary bladder, atonic"
D001750,"Urinary Bladder, Neurogenic","neurogenic urinary bladder, spastic"
D001750,"Urinary Bladder, Neurogenic","neurogenic urinary bladder, uninhibited"
D001752,Blast Crisis,blast crisis
D001753,Blast Injuries,blast injuries
D001759,Blastomycosis,blastomyces dermatitidis infection
D001759,Blastomycosis,blastomycosis
D001759,Blastomycosis,"blastomycosis, north american"
D001762,Blepharitis,blepharitis
D001763,Blepharoptosis,blepharoptosis
D001764,Blepharospasm,blepharospasm
D001765,Blind Loop Syndrome,blind loop syndrome
D001766,Blindness,"blindness, legal"
D001766,Blindness,"blindness, monocular"
D001766,Blindness,"blindness, unilateral"
D001766,Blindness,"blindness, acquired"
D001766,Blindness,"blindness, hysterical"
D001766,Blindness,"blindness, transient"
